Key,Name,Title,Standard Artist,Description,Rarities,Weapon Type,Move Type,Voice ActorEN,Voice ActorJP,Release Date,Entry,Version,Internal ID,Origin,Addition Date,Pre-Inheritance,Legendary Effect,Ally Boost,Standard Effect 1,Standard Effect 2,Duo Skill【Switch】,Duo Skill,Resplendent Artist,Voice ActorEN(ResplendentAttire),Harmonized Skill【Switch】,Resonance Effect,Entries,Mythic Effect,Boost,Ascended Traits,Mythic Effect 2Boost,Mythic Effect 3Boost,Ally Internal ID,Enemy Internal ID,Emblem Effect 1,Emblem Effect 2,Aided Hero,Emblem Effect 1【Switch】
Jedah_Priest_of_Duma,Jedah,Priest of Duma,otorihara/Trys Inc.,"The high priest of the Duma Faithful, a group influential in northern Valentia. Has received the protection of the god Duma and boasts arcane power beyond that of normal humans. Appears in Fire Emblem Echoes: Shadows of Valentia.",3— 5—Grand Hero Battle,Red Tome,Infantry,Richard Epcar,Shuuhei Takubo (田久保修平),2025-03-19,Echoes,9.3,PID_ジュダ(1223),20000930250,2025-03-18,,,,,,,,,,,,,,,,,,,,,,,
Jeorge_Perfect_Shot,Jeorge,Perfect Shot,Mayo (まよ),Archanean archer thought to be the best on his continent. A skilled strategist. Appears in Fire Emblem: Mystery of the Emblem.,3— 4,Colorless bow,Infantry,Mick Wingert,Junji Majima (間島淳司),2017-02-02,Shadow Dragon/ (New)Mystery,1.0,PID_ジョルジュ(64),10000300300,,,,,,,,,RIZ3,,,,,,,,,,,,,,,
Jeralt_Blade_Breaker,Jeralt,Blade Breaker,Nishiki Areku (西木あれく),Famed former captain of the Knights of Seiros. Moved on to lead a band of mercenaries after the loss of his wife. Appears in Fire Emblem: Three Houses.,3— 5—Grand Hero Battle,Lance,Cavalry,David Lodge,Akio Ohtsuka (大塚明夫),2022-08-18,Three Houses,6.8,PID_ジェラルト(843),120000501500,2022-08-17,,,,,,,,,,,,,,,,,,,,,,,
Jesse_Blithe_Mercenary,Jesse,Blithe Mercenary,DAI-XT.,"A wandering, fun-loving mercenary who refuses to turn a blind eye to any woman in need. Appears in Fire Emblem Echoes: Shadows of Valentia.",3— 4,Sword,Infantry,Mick Wingert,四宮豪,2025-03-18,Echoes,9.3,PID_ジェシー(1221),20000300270,,,,,,,,,,,,,,,,,,,,,,,,
Jill_Fiery_Dracoknight,Jill,Fiery Dracoknight,Asatani Tomoyo (麻谷知世),"A wyvern rider of Daein. Only daughter of Shiharam Fizzart, lord of Talrega. Appears in Fire Emblem: Path of Radiance.",4SR,Axe,Flying,Reba Buhr,Inori Minase (水瀬いのり),2020-09-18,Path of Radiance,4.9,PID_ジル(565),80001000200,,,,,,,,,,,,,,,,,,,,,,,,
Jorge_Traveling_Peddler,Jorge,Traveling Peddler,Daisuke Izuka,"A merchant from Crimea. Formed a traveling convoy with his peers, doing business within various countries. Appears in Fire Emblem: Radiant Dawn.",3— 5—Grand Hero Battle,Blue bow,Infantry,Aleks Le,Hiroshi Watanabe (渡辺紘),2020-08-19,Radiant Dawn,4.8,PID_ジョージ(558),90000105100,2020-08-18,,,,,,,,,,,,,,,,,,,,,,,
Joshua_Resolute_Tempest,Joshua,Resolute Tempest,Okuma Yugo (大熊ゆうご),"Prince of Jehanna who tossed his status aside to wander the land. Heir to his mother's dream, he's sworn to protect his homeland and world. Appears in Fire Emblem: The Sacred Stones.",4SR—Ascended,Colorless Dagger,Infantry,Todd Haberkorn,Hirofumi Nojima (野島裕史),2022-01-07,The Sacred Stones,6.1,PID_開花ヨシュア(755),70000400100,2022-01-06,,,,,,,,,,,,,,,"Ascended Heroes have an Ascended Asset, which boosts one of their stats beyond that Hero's standard asset and flaw. Ascendant Florets can also be used to grant Ascended Assets to non-Ascended Heroes. (See the Ascend Traits menu Help messages to learn more.)",,,,,,,,
Joshua_Tempest_King,Joshua,Tempest King,Fujiwara Ryo (冨士原良),"A mercenary who loves to gamble. He has an evasive, almost aggravating personality. Appears in Fire Emblem: The Sacred Stones.",4— 5—Tempest Trials,Sword,Infantry,Todd Haberkorn,Hirofumi Nojima (野島裕史),2017-11-21,The Sacred Stones,1.8,PID_ヨシュア(190),70000400100,2017-11-15,,,,,,,,,,,,,,,,,,,,,,,
Joshua_Tropical_Gambler,Joshua,Tropical Gambler,Suekane Kumiko (スエカネクミコ),A mercenary with a love for gambling. He's in the tropics hoping luck's tide turns in his favor. Appears in Fire Emblem: The Sacred Stones.,4SR—Special,Red bow,Infantry,Todd Haberkorn,Hirofumi Nojima (野島裕史),2020-06-18,The Sacred Stones,4.6,PID_水着ヨシュア(535),70000400100,,,,,,,,,,,,,,,,,,,,,,,,
Julia_Brides_of_Light,Julia,Brides of Light,HACCAN,Princess of the Grannvale Empire whose veins run strong with the blood of the 12 crusaders. She participates in the festival alongside Ishtar. They appear in Fire Emblem: Genealogy of the Holy War.,5Focus —SpecialDuo,Colorless Tome,Infantry,Cassandra Lee Morris+Ratana,Ayane Sakura (佐倉綾音)withMai Kadowaki (門脇舞以),2025-05-16,Genealogy of the Holy War,9.5,PID_比翼ユリア(1242),30007900100,,,,,"DuelIf unit is 5★ and level 40 and unit's stats total less than 215, treats unit's stats as 215 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",,"Grants【Empathy】to unit and allies within 2 spaces for 1 turn, and grants Special cooldown count-1 to unit and those allies.Once used, Duo Skill cannot be activated again right away. At start of every third turn, if Duo Skill has already been used, unit can use Duo Skill again.(Duo Skills can be used by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.) Grants【Empathy】to unit and allies within 2 spaces for 1 turn, and grants Special cooldown count-1 to unit and those allies.Once used, Duo Skill cannot be activated again right away. At start of every third turn, if Duo Skill has already been used, unit can use Duo Skill again.【Empathy】Grants bonus to unit's Atk/Spd/Def/Res = number of types of【Bonus】effects, excluding stat bonuses, and【Penalty】effects, excluding stat penalties, active on player team and enemy team during combat (max 7).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).(Duo Skills can be used by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.)",,,,,,,,,,,,,,,,,
Julia_Crusader_of_Light,Julia,Crusader of Light,sachie (茶ちえ),"Princess of Grannvale. As the inheritor of the Book of Naga, she must perform her duties in spite of the obstacles before her. Appears in Fire Emblem: Genealogy of the Holy War.",5Focus —Legendary,Blue Tome,Infantry,Cassandra Lee Morris,Ayane Sakura (佐倉綾音),2019-08-28,Genealogy of the Holy War,3.8,PID_伝承ユリア(416),30007900100,,,Earth,HP+3,"DuelIf unit is 5★ and level 40 and unit's stats total less than 175, treats unit's stats as 175 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)","Pair UpAn ability that can only be used under certain circumstances. Pair Up can be accessed from the Interact with Allies menu, and allows this unit to join battle in a group with another ally.",,,,,,,,,,,,,,,,,,
Julia_Heart_Usurped,Julia,Heart Usurped,sachie (茶ちえ),"Inheritor of the Book of Naga. Manipulated by Manfroy, she has grown hostile toward Seliph. Appears in Fire Emblem: Genealogy of the Holy War.",4SR,Red Tome,Infantry,Cassandra Lee Morris,Ayane Sakura (佐倉綾音),2020-05-08,Genealogy of the Holy War,4.5,PID_催眠ユリア(516),30007900100,2020-05-07,,,,,,,,,,,,,,,,,,,,,,,
Julia_Nagas_Blood,Julia,Naga's Blood,Haimura Kiyotaka (はいむらきよたか),"Inheritor of the Book of Naga. Seliph's half sister by a different father. Gentle, yet faces her destiny with strength. Appears in Fire Emblem: Genealogy of the Holy War.",4SR,Green Tome,Infantry,Cassandra Lee Morris,Ayane Sakura (佐倉綾音),2017-02-15,Genealogy of the Holy War,1.0,PID_ユリア(102),30007900100,,,,,,,,,kanasebench (叶世べんち),,,,,,,,,,,,,,,
Julia_Scion_of_the_Saint,Julia,Scion of the Saint,hanusu,"Imperial princess, descended from Saint Heim of the 12 crusaders, and heir to the Book of Naga. Appears in Fire Emblem: Genealogy of the Holy War.",4SR—Special,Red Tome,Flying,Cassandra Lee Morris,Ayane Sakura (佐倉綾音),2021-09-07,Genealogy of the Holy War,5.9,PID_聖祭ユリア(702),30007900100,2021-09-06,,,,,,,,,,,,,,,,,,,,,,,
Julian_Tender_Thief,Julian,Tender Thief,Yamada Kotaro (山田孝太郎),A reformed thief who takes the War of Shadows as a chance to atone for his crimes. Lives and works in a convent with Sister Lena. Appears in Fire Emblem: Mystery of the Emblem.,4SR,Colorless Dagger,Infantry,Shannon McKain,Ryohei Kimura (木村良平),2020-07-20,Shadow Dragon/ (New)Mystery,4.7,PID_ジュリアン(545),10000400800,,,,,,,,,,,,,,,,,,,,,,,,
Julius_Scion_of_Darkness,Julius,Scion of Darkness,sachie (茶ちえ),Prince of the Grannvale Empire. Was once a kind boy but suddenly came to have a cruel nature. Appears in Fire Emblem: Genealogy of the Holy War.,3— 5—Grand Hero Battle,Red Tome,Infantry,Griffin Burns,Sakurai Takahiro (櫻井孝宏),2018-05-14,Genealogy of the Holy War,2.5,PID_ユリウス(249),30009900100,2018-05-09,,,,,,,,,,,,,,,,,,,,,,,
Juno_Nimble_Grace,Juno,Nimble Grace,hanusu,The eldest of three sisters from Ilia. Visits Nabata's festival as a representative of Edessa. Appears in Fire Emblem: The Binding Blade.,5Focus —Special,Sword,Flying,Suzie Yeung,Atsuko Tanaka (田中敦子),2024-01-19,The Binding Blade,8.1,PID_ナバタユーノ(1053),50000700400,,,,,,,,,,,,,,,,,,,,,,,,
Juno_Soaring_Bride,Juno,Soaring Bride,Naruse Uroko (鳴瀬うろこ),"A retired pegasus knight and older sister of Thea and Shanna. Joining the bridal festival alongside her husband, Zelot. Appears in Fire Emblem: The Binding Blade.",4— 5Focus —Special,Blue Tome,Flying,Suzie Yeung,Atsuko Tanaka (田中敦子),2021-05-20,The Binding Blade,5.5,PID_花嫁ユーノ(661),50000700400,,,,,,,,,,,,,,,,,,,,,,,,
Kaden_Kitsune_Braggart,Kaden,Kitsune Braggart,Kusugi Toku (久杉トク),The chief of a hidden village of kitsune. He has absolute confidence in the beauty of his fur. Appears in Fire Emblem Fates.,4SR,Green Beast,Cavalry,Max Mittelman,Yuta Takahashi (高橋勇太),2019-02-20,Fates,3.2,PID_ニシキ(346),110000400500,,,,,,,,,,,,,,,,,,,,,,,,
Kaden_Refreshed_Kitsune,Kaden,Refreshed Kitsune,Yakiniku (やきにく)/Trys Inc.,"Leader of the kitsune tribe who prides himself on his beautiful fur, but is donning a kimono for the occasion of the New Year! Appears in Fire Emblem Fates.",4— 5Focus —Special,Red Beast,Cavalry,Max Mittelman,Yuta Takahashi (高橋勇太),2021-01-01,Fates,5.0,PID_年明ニシキ(609),110000400500,2020-12-28,,,,,,,,,,,,,,,,,,,,,,,
Kagero_Beverage_Ninja,Kagero,Beverage Ninja,cuboon,A ninja of Hoshido who is ready to lay down her life to obtain some candy. One of Ryoma's retainers. Appears in Fire Emblem Fates.,4SR—Special,Green Dagger,Armored,Sarah Blandy,Rie Murakawa (村川梨衣),2018-10-10,Fates,2.10,PID_ハロカゲロウ(298),110000200500,2018-10-09,,,,,,,,,,,,,,,,,,,,,,,
Kagero_Bond_Unwavering,Kagero,Bond Unwavering,ekao,Childhood friends Kagero and Orochi from Hoshido putting the strength of their bond on display at the wind festival. They appear in Fire Emblem Fates.,5Focus —SpecialDuo,Colorless Dagger,Cavalry,Sarah Blandy+Fria Coleman,Rie Murakawa (村川梨衣)withYuka Igarashi (五十嵐由佳),2023-09-07,Fates,7.9,PID_比翼カゲロウ(992),110000200500,2023-09-06,,,,"DuelIf unit is 5★ and level 40 and unit's stats total less than 200, treats unit's stats as 200 in modes likeArena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",,,"Grants Special cooldown count-1 to unit. Grants ""unit can move 1 extra space (that turn only; does not stack)"" and ""neutralizes foe's bonuses during combat"" to unit for 1 turn.Once used, Duo Skill cannot be activated again right away. At start of every third turn, if Duo Skill has already been used, unit can use Duo Skill again.(Duo Skills can be used by tapping the Duo button. Duo Skills cannot be used by units deployed usingPair Up.)",,,,,,,,,,,,,,,,
Kagero_Honorable_Ninja,Kagero,Honorable Ninja,lack,A ninja of Hoshido who is ready to lay down her life for her liege. One of Ryoma's retainers. Appears in Fire Emblem Fates.,3— 4,Colorless Dagger,Infantry,Sarah Blandy,Rie Murakawa (村川梨衣),2017-02-02,Fates,1.0,PID_カゲロウ(72),110000200500,,,,,,,,,Kakage (かかげ),,,,,,,,,,,,,,,
Kagero_Spring_Ninja,Kagero,Spring Ninja,cuboon,"One of Ryoma's retainers, and a ninja of Hoshido. She was given the mission to participate in the Spring Festival, and she's fulfilling that duty. Appears in Fire Emblem Fates.",4SR—Special,Colorless Dagger,Flying,Sarah Blandy,Rie Murakawa (村川梨衣),2018-03-22,Fates,2.3,PID_春祭カゲロウ(232),110000200500,,,,,,,,,,,,,,,,,,,,,,,,
Kagetsu_Onigiri_Samurai,Kagetsu,Onigiri Samurai,PenekoR (п猫Ｒ),Ivy's retainer and an affable soldier from the royal castle of Elusia. He enjoys sparring and dining on the cuisine of Pale Sands. Appears in Fire Emblem Engage.,3— 4,Sword,Infantry,Khoi Dao,Takehito Koyasu (子安武人),2024-02-19,Engage,8.2,PID_カゲツ(1065),140000400400,,,,,,,,,,,,,,,,,,,,,,,,
Kamui_Wandering_Blade,Kamui,Wandering Blade,Suzuki Rika (鈴木理華),A mercenary who drifts from place to place. He hates being tied down and models a carefree yet composed attitude. Appears in Fire Emblem Echoes: Shadows of Valentia.,3— 4,Sword,Infantry,Bryce Papenbrook,Shuhei Matsuda (松田修平),2022-07-19,Echoes,6.7,PID_外伝カムイ(830),20000200570,,,,,,,,,,,,,,,,,,,,,,,,
Kana_Dragon_Princess,Kana,Dragon Princess,Miwabe Sakura (みわべさくら),Corrin's daughter. Cheerful and honest but has lived a lonely life so far. Appears in Fire Emblem Fates.,4SR,Green Breath,Infantry,Claudia Lenz,Satomi Sato (佐藤聡美),2018-04-24,Fates,2.4,PID_カンナ女(242),110006900200,,,,,,,,,,,,,,,,,,,,,,,,
Kana_Dragon_Spawn,Kana,Dragon Spawn,kawasumi (かわすみ),Corrin's son. Cheerful and honest but has lived a lonely life so far. Appears in Fire Emblem Fates.,3— 5—Grand Hero Battle,Blue Breath,Infantry,Sandy Fox,Nobunaga Shimazaki (島﨑信長),2018-05-03,Fates,2.4,PID_カンナ男(243),110006900100,2018-04-24,,,,,,,,,,,,,,,,,,,,,,,
Kana_Rising_Dragon,Kana,Rising Dragon,TAPIOCA (TAPI岡),"Corrin's son, always lively and cheerful, with new light in his eyes at the prospect of visiting a shrine for the new year. Appears in Fire Emblem Fates.",4— 5Focus —Special,Red Breath,Infantry,Sandy Fox,Nobunaga Shimazaki (島﨑信長),2024-01-01,Fates,8.0,PID_年明カンナ男(1044),110006900100,2023-12-28,,,,,,,,,,,,,,,,,,,,,,,
Kana_Rising_Sunlight,Kana,Rising Sunlight,SATO POTE (さとうぽて),"Corrin's daughter, always lively and cheerful, celebrating the new year and taking in all the festival sights with a smile on her face. Appears in Fire Emblem Fates.",4— 5—Tempest Trials,Blue Breath,Infantry,Claudia Lenz,Satomi Sato (佐藤聡美),2024-01-01,Fates,8.0,PID_年明カンナ女(1045),110006900200,2023-12-28,,,,,,,,,,,,,,,,,,,,,,,
Karel_Sword_Demon,Fir,Sword Student,kaya8,A woman who travels in search of the best swordplay opponents anywhere. Appears in Fire Emblem: The Binding Blade.,3— 4,Sword,Infantry,Liv Strander,Hikasa Yoko (日笠陽子),2017-02-02,The Binding Blade,1.0,PID_フィル(9),50000800600,,,,,,,,,Asahikawa Hiyori (朝日川日和),,,,,,,,,,,,,,,
Karin_Driven_Knight,Karin,Driven Knight,Naruse Uroko (鳴瀬うろこ),"Pegasus rider from Silesse searching for the missing prince, Ced. She can face the most trying battles with the support of her beloved pegasus. Appears in Fire Emblem: Thracia 776.",3— 4,Lance,Flying,Anairis Quiñones,Kurosawa Tomoyo (黒沢ともよ),2022-03-18,Thracia 776,6.3,PID_カリン(785),40000800200,,,,,,,,,,,,,,,,,,,,,,,,
Karla_Spring_Reveries,Karla,Spring Reveries,cuboon,"Karla the swordmaster joined by Freyja, Lady of Nightmare. What could bring these two together at the spring festival? They appear in Fire Emblem: The Blazing Blade / Heroes.",5Focus —SpecialHarmonized,Axe,Cavalry,Allegra Clark+Stephanie Southerland,Ayaka Suwa (諏訪彩花)withMegumi Hayashibara (林原めぐみ),2023-03-07,,7.3,PID_双界カアラ(923),60001100200,2023-03-06,,,,,,,,,,Grants Special cooldown count-2 to unit and allies from the same titles as unit. Grants Atk+6 and【Resonance: Blades】to unit and allies from the same titles as unit for 1 turn.(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.) Grants Special cooldown count-2 to unit and allies from the same titles as unit. Grants Atk+6 and【Resonance: Blades】to unit and allies from the same titles as unit for 1 turn.【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.(Harmonized Skills can be used by tapping the Harmonized button. This skill can only be used once per map. Harmonized Skills cannot be used by units deployed usingPair Up.),The Blazing Blade/HeroesIncreases scores inResonant Battles.(More details can be found in the Help messages within Resonant Battles.),HeroesThe Blazing Blade,,,,,,,,,,,
Karla_Sun-Piercing_Steel,Karla,Sun-Piercing Steel,Kita Senri (北千里),"A swordswoman known as the Sword Vassal. Looking to test her limits at Hatari's festival, where many a proud fighter has gathered. Appears in Fire Emblem: The Blazing Blade.",4SR—Special,Lance,Infantry,Allegra Clark,Ayaka Suwa (諏訪彩花),2022-01-17,The Blazing Blade,6.1,PID_ハタリカアラ(761),60001100200,,,,,,,,,,,,,,,,,,,,,,,,
Karla_Sword_Vassal,Karla,Sword Vassal,Kita Senri (北千里),A traveling swordswoman in search of her brother. Her impressive skills and good looks have enlivened many arenas. Appears in Fire Emblem: The Blazing Blade.,4SR,Sword,Infantry,Allegra Clark,Ayaka Suwa (諏訪彩花),2018-06-08,The Blazing Blade,2.6,PID_カアラ(256),60001100200,,,,,,,,,Hirooka Masaki (廣岡政樹),,,,,,,,,,,,,,,
Katarina_Torchlit_Wanderer,Katarina,Torchlit Wanderer,kaya8,Knight of Altea who joined the new recruits of the 7th Platoon. Currently deployed on a mission. Appears in Fire Emblem: New Mystery of the Emblem.,4SR—Special,Blue Tome,Flying,Kira Buckland,Kana Yuuki (優木かな),2021-01-18,Shadow Dragon/ (New)Mystery,5.1,PID_砂漠カタリナ(617),10002900200,,,,,,,,,,,,,,,,,,,,,,,,
Katarina_Wayward_One,Katarina,Wayward One,kaya8,"Reserved and harboring a dark secret, this trainee tactician depends on others. Appears in Fire Emblem: New Mystery of the Emblem.",4SR,Red Tome,Infantry,Kira Buckland,Kana Yuuki (優木かな),2017-06-14,Shadow Dragon/ (New)Mystery,1.4,PID_カタリナ(140),10002900200,,,,,,,,,,,,,,,,,,,,,,,,
Kaze_Easygoing_Ninja,Kaze,Easygoing Ninja,lack,"A serious and disciplined ninja from Hoshido. Has a twin brother, Saizo. Popular with women. Appears in Fire Emblem Fates.",3— 4,Colorless Dagger,Infantry,Xander Mobus,Daisuke Ono (小野大輔),2018-05-02,Fates,2.4,PID_スズカゼ(244),110000300100,2018-04-24,,,,,,,,,,,,,,,,,,,,,,,
Keaton_Lupine_Collector,Keaton,Lupine Collector,Okuma Yugo (大熊ゆうご),Leader of the wolfskin who set up their stronghold on Mount Garou. Sociable but isn't always honest with himself or others. Appears in Fire Emblem Fates.,4SR,Red Beast,Infantry,Ted Sroka,Jun Oosuka (大須賀純),2019-02-20,Fates,3.2,PID_フランネル(344),110000700200,,,,,,,,,,,,,,,,,,,,,,,,
Keaton_Resolved_Wolfskin,Keaton,Resolved Wolfskin,Meka (めか),Proud leader of the wolfskin tribe. Celebrating the New Year in garb that is completely new to him. Appears in Fire Emblem Fates.,4— 5—Tempest Trials,Green Beast,Infantry,Ted Sroka,Jun Oosuka (大須賀純),2021-01-01,Fates,5.0,PID_年明フランネル(610),110000700200,2020-12-28,,,,,,,,,,,,,,,,,,,,,,,
Kellam_Pumpkin_Knight,Kellam,Pumpkin Knight,Meka (めか),The most easily forgotten armored knight in Chrom's Shepherds. Will anyone notice that he dressed up for the festival? Appears in Fire Emblem Awakening.,4— 5—Tempest Trials,Sword,Armored,Connor Ludovice,Manabu Sakamaki (坂巻学),2023-10-05,Awakening,7.10,PID_ハロカラム(1008),100000101400,2023-10-03,,,,,,,,,,,,,,,,,,,,,,,
Kempf_Conniving_General,Kempf,Conniving General,Kano Akira (叶之明),"General of the 12th division of the Grannvale Empire's army. A man of ambition and single-minded focus on his rival, Reinhardt. Appears in Fire Emblem: Thracia 776.",3— 5—Grand Hero Battle,Sword,Cavalry,Brandon Winckler,Manabu Sakamaki (坂巻学),2019-12-11,Thracia 776,4.0,PID_ケンプフ(459),40009900300,2019-12-05,,,,,,,,,,,,,,,,,,,,,,,
Kent_Crimson_Shield,Kent,Crimson Shield,Takaya Tomohide (たかや友英),A straightforward and stern knight of Caelin. Appointed to be commander of the Caelin knights at a young age. Appears in Fire Emblem: The Blazing Blade.,3— 4,Sword,Cavalry,Beau Bridgland,Hirofumi Nojima (野島裕史),2022-06-08,The Blazing Blade,6.6,PID_ケント(813),60000400300,2022-06-07,,,,,,,,,,,,,,,,,,,,,,,
Kiragi_Upbeat_Archer,Kiragi,Upbeat Archer,kawasumi (かわすみ),"Takumi's son. Easygoing and friendly, he always looks for the silver lining. Appears in Fire Emblem Fates.",3— 4,Colorless bow,Infantry,Yuri Lowenthal,Kiyotaka Furushima (古島清孝),2022-12-07,Fates,7.0,PID_キサラギ(886),110006900800,2022-12-05,,,,,,,,,,,,,,,,,,,,,,,
Kiria_Cool_Facade,Kiria,Cool Façade,cuboon,A singer with a slick image and many fans. Throws herself into battle alongside Tharja. Appears in Tokyo Mirage Sessions ♯FE Encore.,4SR,Red Tome,Infantry,Megan Harvey+Stephanie Sheh,Yoshino Nanjo (南條愛乃)withTakada Yuuki (高田憂希),2020-01-20,Tokyo Mirage Sessions ♯FE Encore,4.1,PID_霧亜(478),130000100400,2020-01-17,,,,,,,,,,,,,,,,,,,,,,,
Kjelle_Fair_Fighter,Kjelle,Fair Fighter,Amagaitaro (アマガイタロー),Sully's daughter. Won't miss a chance to train for battle. Determined to be the best soldier she can be. Appears in Fire Emblem Awakening.,4SR,Lance,Armored,Stephanie Sheh,Megumi Yamato (山戸めぐみ),2019-06-11,Awakening,3.6,PID_デジェル(386),100006901300,2019-06-10,,,,,,,,,,,,,,,,,,,,,,,
Klein_Silver_Nobleman,Klein,Silver Nobleman,Tobi,A young general of Etruria. Clarine's brother. Treats all as equals. Appears in Fire Emblem: The Binding Blade.,3— 4,Colorless bow,Infantry,Edward Bosco,Yusuke Ohta (太田悠介),2017-02-27,The Binding Blade,1.0,PID_クレイン(104),50000400400,,,,,,,,,,,,,,,,,,,,,,,,
Kliff_Curious_Spirit,Kliff,Curious Spirit,Tobi,Alm's childhood friend from Ram Village. Loves learning and hungers to see more of the world. Appears in Fire Emblem Echoes: Shadows of Valentia.,4SR,Blue Tome,Infantry,Christopher Patton,Mitsuki Saiga (斎賀みつき),2018-10-23,Echoes,2.10,PID_クリフ(305),20000100410,,,,,,,,,,,,,,,,,,,,,,,,
Knoll_Darkness_Watcher,Knoll,Darkness Watcher,Takaya Tomohide (たかや友英),Royal mage of Grado and researcher of dark magic. He knows the secret of Prince Lyon's change and the Dark Stone's creation. Appears in Fire Emblem: The Sacred Stones.,3— 4,Red Tome,Infantry,David Matranga,Ryuichi Kijima (木島隆一),2020-12-08,The Sacred Stones,5.0,PID_ノール(598),70000301300,,,,,,,,,,,,,,,,,,,,,,,,
Kris_Ardent_Firebrand,Kris,Ardent Firebrand,Mikuro (みく郎),Knight of Altea who advanced to become the leader of the 7th Platoon. Currently deployed on a mission. Appears in Fire Emblem: New Mystery of the Emblem.,4— 5—Tempest Trials,Axe,Cavalry,Phillip Reich,Satoshi Hino (日野聡),2021-01-18,Shadow Dragon/ (New)Mystery,5.1,PID_砂漠クリス男(620),10000100200,,,,,,,,,,,,,,,,,,,,,,,,
Kris_Unknown_Hero,Kris,Unknown Hero,Daisuke Izuka,"Hails from the Altean village of Sera. Leader of the 7th Platoon, a group of newly appointed knights. Serves Marth as a royal guard. Appears in Fire Emblem: New Mystery of the Emblem.",4SR,Sword,Infantry,Phillip Reich,Satoshi Hino (日野聡),2020-07-20,Shadow Dragon/ (New)Mystery,4.7,PID_クリス男(543),10000100200,,,,,,,,,,,,,,,,,,,,,,,,
Kris_Unsung_Hero,Kris,Unsung Hero,Daisuke Izuka,"Hails from the Altean village of Sera. Leader of the 7th Platoon, a group of newly appointed knights. Serves Marth as a royal guard. Appears in Fire Emblem: New Mystery of the Emblem.",4SR,Lance,Infantry,Felecia Angelle,Lynn,2020-07-20,Shadow Dragon/ (New)Mystery,4.7,PID_クリス女(544),10000100300,,,,,,,,,,,,,,,,,,,,,,,,
Kronya_Gleaming_Blade,Kronya,Gleaming Blade,Kusugi Toku (久杉トク),"One of those who slither in the dark. Hateful, merciless, and diabolical. Appears in Fire Emblem: Three Houses.",3— 5—Grand Hero Battle,Colorless Dagger,Infantry,Colleen O'Shaughnessey,Marika Kouno (高野麻里佳),2019-08-03,Three Houses,3.7,PID_クロニエ(404),120000900100,2019-07-21,,,,,,,,,,,,,,,,,,,,,,,
Kurthnaga_Autumn_Goldoan,Kurthnaga,Autumn Goldoan,hou,The prince of the dragon tribe of Goldoa. Intent on using the harvest festival as a chance to build amicable relations with other peoples. Appears in Fire Emblem: Radiant Dawn.,4— 5Focus —Special,Red Breath,Infantry,Brandon Winckler,Daiki Yamashita (山下大輝),2021-10-07,Radiant Dawn,5.10,PID_ハロクルトナーガ(716),90000500200,2021-10-06,,,,,,,,,,,,,,,,,,,,,,,
Kvasir_Seer_of_the_Past,Kvasir,Seer of the Past,Yoshiku (四々九),"Gullveig, the Golden Seer, as she once existed. A lonely goddess who wishes for friendship deep in her heart.",5Focus —Mythic,Red Tome,Cavalry,Valeria Rodriguez,Hina Yomiya (羊宮妃那),2023-11-29,Heroes,7.11,,00000700300,2023-06-07,,,,,,,,,,,,,Dark,"HP+5, Spd+4",,Defensive Team Bonus,,PID_クワシル味方(1028),EID_クワシル(97),,,,
Kvasir_Unknown_Future,Kvasir,Unknown Future,ne-on,The Golden Seer before she became Gullveig. Experiencing her first New Year's celebration.,5Focus —Special,Green Tome,Infantry,Valeria Rodriguez,Hina Yomiya (羊宮妃那),2024-01-01,Heroes,8.0,PID_年明クワシル(1043),00000700300,2023-12-28,,,,,,,,,,,,,,,,,,,,,,,
Kyle_Zealous_Knight,Kyle,Zealous Knight,motsutsu/Trys Inc.,A knight of Renais who serves Ephraim directly. He is eager and known for his sternness. Appears in Fire Emblem: The Sacred Stones.,3— 4,Lance,Cavalry,Grant Paulsen,Yuki Tai (泰勇気),2024-07-16,The Sacred Stones,8.7,PID_カイル(1120),70000100400,,,,,,,,,,,,,,,,,,,,,,,,
Kyza_Tiger_of_Fortune,Kyza,Tiger of Fortune,Maji (まじ),"A tiger warrior from Gallia, home of the beast tribe of laguz. Serious and dutiful, not even New Year's celebrations can keep them from their training. Appears in Fire Emblem: Radiant Dawn.",4— 5—Tempest Trials,Red Beast,Infantry,Landon McDonald,Nobunaga Shimazaki (島﨑信長),2022-01-01,Radiant Dawn,6.0,PID_年明キサ(754),90000400700,2021-12-28,,,,,,,,,,,,,,,,,,,,,,,
